SPOT_ID,TIME,fenologia_h3,MEANB05_AVG_bk_w-1_d1Y_s30,MINIMUMNDMI_LAST_bk_w-1_d1Y_s30,MINIMUMGCI_LAST_bk_w-1_d1Y_sfen==1-Inf-L,FENOLOGIA_LAST_bk_w-1_s30,avgH_SD_bk_w-1_s7,avgH_MAX_bk_w-1_s15,minT_AVG_bk_w-1_s30,avgT_MIN_bk_w-1_s30,avgT_MAX_bk_w-1_sfen==1-Inf-L,maxH_MAX_bk_w-1_sfen==1-Inf-L
ETParc1,2016-04-25,2,0.000537,-0.002256,0.013285,1,13.916109,91.3,4.813333,6.5,14.8,100.0
ETParc1,2016-05-02,2,0.000537,-0.002256,0.013285,2,9.777647,91.3,5.946667,6.5,13.8,100.0
ETParc1,2016-05-09,2,0.000537,-0.002256,0.013285,2,27.347203,86.4,7.4,9.1,18.8,100.0
ETParc1,2016-05-16,3,0.000114,-0.003049,0.013285,2,12.966936,90.5,7.806667,9.1,18.8,100.0
ETParc1,2016-05-23,3,0.000114,-0.003049,0.013285,2,5.796961,90.5,8.61,9.1,20.6,100.0
ETParc1,2016-05-30,3,0.003462,0.003323,-0.014582,2,6.546864,67.9,9.09,9.1,20.6,100.0
ETParc1,2016-06-06,3,0.003462,0.003323,-0.014582,2,6.143793,67.9,9.61,9.1,22.0,100.0
ETParc1,2016-06-13,3,0.000122,-0.00289,-0.014582,3,3.840325,56.3,11.576667,14.1,26.8,68.6
ETParc1,2016-06-20,3,0.000122,-0.00289,-0.014582,3,6.45405,51.2,11.88,14.3,26.8,84.8
ETParc1,2016-06-27,3,0.00104,0.003653,-0.022033,3,9.333937,55.1,12.913333,14.3,26.8,88.6
ETParc1,2016-07-04,3,-0.00063,-0.002803,0.028068,3,9.382024,61.5,14.49,15.3,26.8,99.5
ETParc1,2016-07-11,3,-0.00063,-0.002803,0.028068,3,7.100469,61.5,15.23,15.3,27.9,99.5
ETParc1,2016-07-18,3,-0.000939,0.002014,-0.0521,3,11.398893,58.7,16.233333,20.2,27.9,99.5
ETParc1,2016-07-25,3,0.000677,-0.001708,0.028637,3,8.885649,58.7,17.213333,22.1,28.2,99.5
ETParc1,2016-08-01,3,0.000677,-0.001708,0.028637,3,4.32501,53.4,17.56,22.1,28.2,99.5
ETParc1,2016-08-08,3,0.000392,0.00012,-0.006893,3,8.610348,57.7,17.376667,22.1,28.2,99.5
ETParc1,2016-08-15,3,-0.000512,0.001964,0.028897,3,8.982708,62.9,17.073333,21.1,28.2,99.5
ETParc1,2016-08-22,3,-0.000862,-0.003057,0.000105,3,9.504986,62.9,16.736667,21.1,28.2,99.5
ETParc1,2016-08-29,3,-0.000862,-0.003057,0.000105,3,6.180191,60.6,16.596667,21.1,28.2,99.5
ETParc1,2016-09-05,3,-0.000242,0.002091,-0.008365,3,14.068269,65.4,16.65,21.1,28.6,99.5
ETParc1,2016-09-12,3,0.000364,0.002091,-0.008365,3,11.586116,65.4,16.763333,21.9,29.2,99.5
ETParc1,2016-09-19,3,0.000364,0.002091,-0.008365,3,12.446074,69.8,15.086667,13.7,29.2,99.5
ETParc1,2016-09-26,3,-0.001138,0.000786,0.001909,3,7.939533,69.8,13.873333,13.7,29.2,99.5
